"name";"mz";"mzmin";"mzmax";"rt";"rtmin";"rtmax";"npeaks";"C";"CH";"Control";"H";"N";"NH";"QC";"28V";"29V";"33V";"34V";"35H";"35V";"48H";"48V";"95V";"96H";"96V";"97H";"97V";"98H";"98V";"81H";"81V";"82V";"83H";"84H";"86H";"86V";"87H";"87V";"89H-1";"89V-3";"89V-4";"90H";"90V";"91H";"92H";"93V";"94H";"94V";"100V";"99H";"99V";"101H";"101V";"74H";"75H";"75V";"76H";"76V";"36V";"37V";"38H";"39H";"41H";"41V";"42H";"42V";"43H";"43V";"44H";"44V";"45V";"46H";"46V";"63H";"63V";"66V";"67H";"69H";"69V";"71V";"72H";"72V";"77H";"77V";"78H";"78V";"79H";"79V";"80H";"80V";"QC1-1_1";"QC1-1_2";"QC1-3_1";"QC1-3_2";"QC1";"QC10";"QC11";"QC12";"QC13";"QC14";"QC15";"QC2";"QC3";"QC4";"QC5";"QC6";"QC7";"QC8";"QC9";"isotopes";"adduct";"pcgroup";"rsdqc"
"975";"M298T578";298.024848130454;298.021415213425;298.026874736666;578.358004150391;577.044015197754;579.915007324219;93;14;18;3;7;15;17;19;7497.03931520811;10000.9054901965;9994.06459490187;12257.6839318965;7767.63869904528;5957.69301937139;3138.17970057973;6687.66593769399;6122.26936676657;7260.01176408548;5907.26542167905;4634.04950146777;3465.74129278134;7124.33932398562;10749.6198197012;6337.14366776125;9473.21727152635;6488.58232475448;4613.85871319929;7718.2246579995;10321.2895263307;10750.1946543794;7465.10475507904;8516.51717460582;6541.76341446674;5223.47137500483;10579.7673996552;7962.84765399104;8922.22464279188;4401.57045955042;6568.12079892573;6779.70573888552;7734.79778843786;7978.4397670156;5425.07341624692;5626.77190381779;3060.79961572817;6848.80900882761;6936.18818544611;5170.08841336841;6723.74082882651;3765.54455420235;5386.15817319021;6528.11810747819;8752.13304059493;6478.64622706815;7336.79620502043;6496.28152677619;8275.32935940733;6437.75609128151;13825.0400144954;5356.80334115919;6147.09438372695;3427.17520471622;6417.15361802269;8854.34494188096;3636.5402526126;4756.9537015233;6939.91091118799;8331.25454683007;5762.45092575734;11815.4910085795;2477.68005580056;4933.13381494091;3426.51515434523;8883.89923369259;7035.02614616628;6426.43271413263;8563.3539140758;7312.15505558164;8071.57006846787;5215.73008712544;6806.66378407089;9582.23436150274;5845.17301511871;2868.99576941806;7353.4522681486;5870.66172124762;3538.2126084643;3716.81767687783;5880.80226795768;6447.81944923614;7675.61823505426;7523.04027541964;6192.2722062188;6757.85714852039;7545.93643664017;5474.16518775407;6471.61369521029;6257.29508551582;6405.21849697129;7406.97443376901;6281.96916621966;6051.28871040507;7145.55880191335;"";"";"63";0.101973283796823
"982";"M302T670";302.019146741026;302.015299080553;302.02321675015;669.627493515015;667.357973327637;671.505018005371;76;11;16;3;7;13;14;12;2081.45997509504;2108.9383046826;1720.81880489061;2805.1873888391;2636.04025591332;3761.42977211828;4978.94614254408;2363.90364491959;3683.74937007749;4292.16633788234;1942.43150616113;3456.63837781222;2378.99764282422;3661.40417619665;2659.93158943732;2997.97873252194;2133.54529662254;3839.36522424154;3581.63332885809;2528.6734653129;2494.45796883265;2767.47544589099;3164.6678191522;2625.07145486111;2744.38199648732;4305.28040437427;1525.15411630422;3406.62893218301;2149.32352627364;4187.82419540944;3638.96959720558;2709.1359291589;3455.61889993169;3951.33323044235;1872.36117777181;2858.55058856828;5257.4616376933;3647.28459874102;2387.78329685571;1738.11463214589;2564.48822701867;3239.08240519985;2646.60379733189;1896.53556143002;602.790921722692;2364.26431370429;2145.67656708444;3125.37390802399;1863.30322292659;2756.1158879676;1745.78857894653;2124.9693872515;1739.31020188078;3966.5368257412;1846.16942681228;2209.02452882902;2722.33012979118;3021.15048585817;1928.92971698166;1716.30402540111;1575.66245604961;3331.07124845411;2244.05414561378;2347.95163668066;5203.20554250128;2394.09992685682;3359.50726225143;2647.29496681641;3132.5959746493;1976.91406692662;1002.9209918998;4982.41916745027;3530.05828611036;2666.21094782637;1189.52060661042;5051.52273914306;3322.2494321528;2835.59853574173;3780.42932310491;3460.94364389425;3117.77265022734;2282.05388679004;2259.70906125346;2252.2126541659;3027.30603155026;3243.79028700258;2360.14729084685;2699.98128760802;1530.09018220694;3078.05685010205;2596.2223359894;2674.85749593653;1405.14190531751;2615.65005311194;2946.25756346592;"";"";"87";0.214202670375597
"983";"M302T74";302.304854186744;302.295966832314;302.309053574232;74.4769995498657;59.6229982757568;100.54500125885;109;10;14;3;6;10;9;17;4351.4194501784;4952.44256857443;83866.003871606;11710.2678805208;4878.21808981446;1427.00908124131;3685.41267357003;5202.11643914678;26417.9418805174;7524.38775409907;42203.9323953381;18808.9629986808;31265.0793335066;8689.84950611761;29210.5028326544;6665.15264696234;5320.69919600875;11733.5231640382;7010.3446529885;35148.7481907805;6928.75566339768;4375.78659035884;5219.5213967826;38175.3406090647;18514.1834430048;27961.3966345116;43562.8916392439;92827.0828697889;34361.11382673;9366.80366838103;19466.4489596407;23288.8771812604;6399.67322101898;89676.7645266178;66882.1689104477;7118.18240315656;1964.86988729468;24107.3032973407;30977.6564889132;27750.7814563356;35877.4989967511;9025.41582036592;143311.153441168;94364.3784980911;5343.25497112528;11580.7089198312;5534.48785283308;25515.1377897738;30823.7761039179;10272.752574402;37146.3560957794;57655.866219504;14653.3551016622;16510.9413125424;30090.8801113109;5156.40128777252;1810079.11054704;6457.60896154154;30073.3851964898;10335.4263365659;86061.3219258076;4107.9083745287;36107.4263264594;6415.06228580002;44887.0163323518;8782.33895265148;6457.90853013083;125508.507864972;4240.51043016704;5689.51324146798;3959.20153220377;10241.7716492062;5401.7058303099;4847.72794260522;32198.5491284933;29944.665701521;18326.0666193423;18614.6890584066;15403.6432536946;22012.6571564135;32803.2202604862;29216.5703364942;35819.6490112883;36703.977029701;33306.0063561348;34817.9207049009;37420.8462523173;27296.4149532842;32846.0988524324;27701.0853760103;30164.5786913029;26341.8486545917;29958.2887070509;32284.0377110244;30979.5496032533;"";"";"30";0.108059384994043
"989";"M305T637";304.956781034343;304.952656652003;304.962615826963;637.491977539063;635.56697479248;638.705998687744;91;14;17;3;7;15;16;19;3421.3996030972;4040.54768407853;5181.80686400263;8448.26684214665;3917.86787223598;4753.76645455635;2623.20575109334;2748.80882127297;3039.31458536334;3492.10972626636;3949.22617684729;3378.15636530539;2969.80672116698;2558.16885189797;6838.86506937574;3661.48942714714;3713.59121586816;5535.92301612651;2265.9698910471;4201.30236539939;4484.30842032137;2278.52026675915;4415.40773659618;5960.29312937141;5051.71103918541;3517.75553758059;5659.70729323699;3282.74990358541;2378.72291062759;3381.95652621699;3027.36986257662;3659.11723321006;5765.25381875057;3577.44223277999;3690.30548374296;4294.70942508534;4267.81088647562;6377.54864352823;6443.4808218927;5970.70861784628;5786.69955134565;5255.06968890055;4410.09458387427;4761.26989676164;4694.76536073888;4842.53571007443;4948.20528339482;4946.76185416079;4141.66206814864;2763.5071135323;16603.7501197346;4037.58034395552;2977.50504462697;3427.08711779634;3626.9516109116;5779.98250195828;1695.9486573396;5062.81209824128;3688.08780940187;5134.71986448382;4911.90598628823;5343.44848256333;2024.54106662356;2733.9736376472;3317.28351457278;4372.89810220644;7518.14675441197;4797.68719778516;4837.63937352997;3797.07116721985;5818.07596535278;5504.84667848649;3392.78542965611;6405.79743043958;3148.10692192826;5019.96547971832;5240.58983825602;4203.62392032417;2260.37206968743;2947.99684929741;3044.39641007813;3129.45245164632;3261.58409523476;3331.93857799361;4346.4278338202;4333.20440396063;4583.99940486057;4472.74583928338;3819.96835533702;4940.70862737016;5119.07884292453;4945.33076780151;5134.24406757231;4382.58402925865;4559.14820136276;"";"[M+Na]+ 281.968";"108";0.173088115948317
"994";"M306T584";305.960738796471;305.958381960286;305.963805321599;583.712983856201;581.274978179932;585.496972808838;90;15;19;3;5;14;16;18;3947.55440330672;6892.44345834752;6295.30849760302;4108.04158356491;7077.81812549262;4465.21230784228;12045.792405506;6188.01659416774;6304.28383982713;6862.14714970194;4212.97418990883;3950.92524881716;2448.02097135793;14330.9650708949;2582.59899692097;5604.04980576449;8004.03742242454;4531.32133411973;2014.60697040745;5133.93446373063;5058.87682157697;7052.34196526278;3726.04952211335;6878.28051477693;4217.01376451573;4983.49766571823;2762.81645296234;4888.58072158741;4609.82591676301;6646.18392016541;6918.84285465992;5479.37708364625;6645.66415359821;10990.4478502975;5158.2936689733;5023.65897820126;2555.67812048578;5193.71056768947;4600.06699242053;5344.83666803734;4504.77944166322;7218.14419989372;6125.82872704046;5044.83078187075;4011.28666588234;5491.57050287173;5569.69427391274;7859.27457578773;6328.6026913704;7434.76159909524;4188.32488936399;3564.19498510611;8508.71645600792;3943.32937634731;3411.21683300652;6435.45430549931;2901.04152539509;6419.59013997484;4965.38758292949;4579.41216627836;3950.19879202338;7168.70194110741;2010.48705095172;7570.06420480212;2618.58149122456;5995.78921982515;4490.28371493694;5350.48796593007;6286.27382703206;5322.73787898628;4570.04135033171;4906.10115808983;6307.75095054893;4309.37000034215;4284.81320255668;7442.99161740494;7003.66835706594;7477.41202921746;4280.11428184011;5510.62539971648;4523.25361399685;5577.74260282183;5620.57013452068;6174.46407911144;6470.58576476526;6806.22708686248;6784.16597546768;4571.92202127669;5345.61764639116;5367.49638595079;4171.82092932096;5765.28317134145;4869.1781086587;5866.68454027891;6663.86389878513;"";"";"331";0.150357957662051
"998";"M307T645";306.935490866359;306.927864312541;306.941467285156;644.907494430542;643.169975585938;646.853000183105;74;13;12;3;5;12;12;17;2413.79223722703;2834.36056795412;2600.82850114691;2023.27624007337;2716.43796482267;2386.25743221517;2544.11519864966;1082.88094646311;2108.03628285901;2016.28425042296;1262.64784821534;1273.93238374809;1364.06742704779;2741.13537855547;3596.78768120047;1518.03014892876;1064.74984010896;2333.44901191432;1875.51289496703;2525.45274701481;1883.53527599905;1509.48458925753;1870.89962325629;1619.03989201816;1474.88038339415;2127.72467903567;2008.67932941119;1004.47648572165;1546.24039549157;2554.69420566337;2313.219419646;1963.80428189052;3057.93118395635;1635.02082008535;2410.65239609859;1428.80063804859;1096.4013421048;2257.05756125971;1903.85936150482;1832.1793229227;1646.86093867414;1809.90950605562;1414.44407626731;2130.96248563453;2150.88623780524;1227.26089032831;1350.15898428744;2009.28561384604;2017.66799125112;2287.25032546866;3660.61206353117;1417.88145065424;2185.32653984831;1699.589525756;2170.70010869763;2531.80131450724;1514.74910488029;2320.87573163832;3241.88976392716;1121.06768685224;2081.07348624822;2103.21762098966;1326.55594667629;3301.54081034953;1293.29550593624;1447.93264137103;2450.4977292314;2199.70328044336;2337.7989782214;1460.16068357461;1893.31686642367;2440.96193200493;2698.40610239306;1471.35693061382;1526.92479016222;2291.98170488219;683.698453301266;1830.2664605001;1981.0253558053;2108.92531640014;1290.76774234867;1536.09547121234;1310.72293292039;2040.17774916477;1287.63571773034;1999.26864773147;1625.99501741925;2037.56536275338;1984.43961152238;2020.02652669648;1382.15183366782;1418.00024599271;1643.05714387311;1967.4237691982;1189.20356226237;"";"";"440";0.19857985127489
"999";"M307T628";307.109771135288;307.10893443754;307.110913152349;628.072503662109;626.98300491333;628.904971923828;90;15;18;2;7;14;15;19;53048.9113532531;76855.84489098;53096.6151956202;39989.8311831324;52169.2585501596;18499.0780674134;62014.5644090431;46449.023862467;34929.9308186766;45553.1461922803;27235.6884114067;23685.3610751415;12435.0503714887;104359.768671214;53790.6510006161;31166.1011645179;84279.7118544342;19972.8220414643;5316.78600368063;84393.9363086443;49926.683335156;52632.5812465122;55050.1501147299;68656.3835667075;37776.8733952095;20745.842194441;45472.8520258759;46094.3481773875;37368.0158372985;13072.6530472322;39004.4807779684;54267.5805570712;26442.0654879707;64101.884231636;29824.1244764906;36269.4725251954;5810.85343685554;6874.55961665975;26965.5084244889;32614.5229102074;52154.4748189531;21681.6916918829;41184.7550964345;43973.6886962355;21261.4178860666;53726.095886525;57371.4523207337;61389.9842356297;47977.1645993454;48239.8061594203;45793.1855673118;30183.2644710884;78119.6377163644;15768.6569336803;49757.7541427413;73289.6584847088;3571.39785457702;51745.2446584152;41466.2845430292;20101.2400939476;11601.3830553779;67020.378765532;5365.07908654817;40847.8533863151;5842.62037662758;77727.9407927614;39192.5069915107;38350.3619929922;55881.1034503288;56218.6608232736;50047.7327722798;9401.30959796464;36168.129672828;38350.8414082826;32186.0130575574;38555.2234690578;35357.7474760356;50139.8402659347;16964.6757104539;30658.2452845229;29795.1567390529;53144.9882729399;54157.9381923826;53825.4186158793;54542.5753732448;56083.817141859;59293.2425709022;33796.1855510341;33860.6901294338;41503.8032887889;41486.7633964355;42595.6710546808;46854.0938633525;49237.8145869945;50013.1752473308;"";"[2M+2Na-H]+ 131.07";"19";0.195142594048125
"1002";"M309T267";308.894864105975;308.890827930898;308.90501297112;266.717494354248;262.619003753662;270.622985839844;82;13;19;2;6;12;12;17;6092.26360870132;10459.7806048901;9550.57649833671;11663.8249541057;10127.9938960569;13411.9569840632;3182.14932518659;3638.28459021997;2786.49695135972;9022.35476901202;6230.47379580649;12165.5833819469;12703.334655607;8254.5782780407;5274.62869929318;4049.99727433024;6502.12960124613;12684.9385563571;6083.63015726967;6731.84056413115;15101.028339216;17444.1624054081;4412.28445474057;7042.46204990058;13967.2809022311;1924.27905395449;12704.0663345444;22679.9299973843;11477.8213592278;6145.37528004198;14217.0958096162;6093.4269083789;10601.4648791342;10251.4750474477;3502.57738682682;2471.95253630827;4148.45301012848;3140.27202120724;2032.89219589657;3842.11907614448;3582.35838845529;3623.26991958123;1491.89455935036;3843.20424926402;4314.57121686278;4338.55126510671;1080.60288340537;2098.51921912103;4085.97029174318;3358.85961620703;3820.64888512366;3853.96010933419;4486.3161356638;1538.63657678547;2755.00300620726;4636.30093978865;3103.82280385487;3607.70723435665;4396.19957116304;3515.02321312186;2077.35263447902;5293.42753304643;2453.57805570324;1796.70543554889;2138.36388666697;3661.82741964814;3676.02096279751;6223.61801726115;2033.00075402197;4718.15301949671;2608.0192022391;5149.05531889982;4670.02674256281;4163.05464652018;2911.4986765299;2087.08918805526;4199.88234298699;3621.48312420678;2651.96402309645;3272.78119910483;5349.12856938015;5025.54597696248;4585.07696518077;6302.95904536967;5399.9679349655;5409.02153914331;4225.06054691769;5133.14996685972;5017.07489328776;5081.50476566318;5216.83027395988;3185.26381199261;6109.91714032375;5933.65077850592;5543.18395911983;"";"";"94";0.148646327978702
"1007";"M310T660";309.985762698459;309.98253610561;309.989376106883;660.34649269104;658.509984436035;661.755028076172;92;15;18;3;7;14;16;19;5491.41789201069;3432.96994303439;5836.30767120239;4065.84098453756;2995.24454714281;5925.46131959085;2224.35607874183;3794.81740863796;3929.73793292549;4964.09882136991;4899.60258708408;5192.61365085567;4817.05162057428;4050.27782613101;5431.4965468339;5716.13885084891;4312.55188779487;8088.23531954832;2989.12899690821;4462.62822545729;3886.88149061649;1997.76001805089;4372.66386473154;3451.89175092102;4428.83828832023;5425.44378999112;5645.15492371884;2426.86676305123;3188.03461416154;5117.59306231976;3596.59899628838;5362.6890846534;5648.07282540592;5518.24700495889;6707.15018741364;7435.32553260157;7341.93105649558;5256.48924850869;5791.35005272771;3738.18404265639;5281.53388645158;4724.16253697579;5251.29840861702;2248.17650111706;4597.51454081135;4364.10509336046;5737.5072880931;5177.38784633962;5760.80135927446;3912.95697115776;5201.28921161389;3830.94813361519;4002.43629353433;5875.16726414311;3680.08664075079;4414.32573843533;1487.40732211653;5373.53608194649;5395.05060081866;5817.10355129194;5492.45605667095;4726.16309393662;4727.94004834078;5078.28443836276;1199.01054835874;4497.50975315928;5740.14963657634;3943.31608998284;4062.1037382911;3553.66679591693;5455.74043062347;4531.64528180521;4198.08662978925;4952.6159811781;4865.66887151235;6166.0259877773;4620.62656343029;4320.53511112748;5224.84873647092;1869.0174406832;5125.96858972644;4439.42648225849;3578.17905813565;3614.5955614546;4079.6513685675;3065.27233293888;3829.64194608765;5064.6833713796;4639.36110445808;5551.14319621008;4457.0300596769;4356.30354212688;4820.6537553961;3782.91958681013;4050.60206017505;"[102][M]+";"[M+H-C3H9N]+ 368.045";"83";0.157105910179598
"1008";"M310T579";309.988481817221;309.986641455598;309.991517018253;578.691501846313;573.034012756348;607.89898651123;98;15;19;3;7;15;17;19;7569.0833713242;22113.3041021933;8410.27243360061;22054.931292909;21839.2648595229;8534.3491674688;22565.2443973922;7120.10174863329;8469.35404498322;8734.0227791146;19681.7300653882;6083.503111277;13169.4760748861;16558.3128853389;12879.1063437382;6185.99575424439;6286.22932169375;8762.6309334838;13528.6142251467;34662.5020109454;37978.2792269405;7980.26449435123;11275.6221929793;10047.1856814362;20577.5283755936;8857.46717561421;17025.8997614788;8118.37056192799;4471.33129802517;15909.1154177659;14241.2404446658;24012.4788268874;22716.0386107772;11181.6956419142;13857.2149441164;10295.5927936536;12018.9563622298;13932.8380160391;17635.8208764906;8537.71382341817;11156.9741240964;11906.5680616153;7237.37044764784;11259.1782037164;10043.5274305591;7415.84440297803;24181.8468909939;12827.8835962409;9857.23335475107;7680.91569716154;41074.3782198078;9455.10771194931;17395.4263275978;9185.71644565983;6378.58852241066;19224.7976362575;10367.0411535162;4120.81622383314;17403.5448468191;5742.61339512855;7743.38852387582;3147.05518149158;2883.62796659932;15393.0688679874;14708.9575134414;8561.05976568714;23616.7489966933;6572.1770073509;13793.19773955;7710.38463467343;9428.41590027873;14740.2787554172;12644.2210256217;10015.8283570462;5236.59083389249;28299.5358160984;7090.75470853339;10591.4866043533;6470.14029635688;9560.70792837597;11450.4613784111;14443.8253308747;15931.7471411344;14455.9576405728;15003.3693155477;13729.8519394735;14138.7320444062;13355.0977240756;13404.5384830962;14455.6156374704;13493.4192457471;13357.5072194991;13667.3298684235;14270.4369903172;13332.8705322079;"";"[M+H+CHOONa]+ 240.994 [M+H-HCOOH]+ 354.987";"63";0.071585370893138
"1012";"M311T629";310.960060302259;310.957635760166;310.975756664732;629.235982818603;583.711024780273;634.423993988037;92;15;18;3;7;13;17;18;4308.1208709849;748.755110713847;4543.21369987639;5901.9474665405;7616.62216103105;5541.08202759396;10412.6321118175;2493.93795961105;5318.01686321472;4345.88666512679;4466.24648548246;5962.78548787448;2578.27863771991;6655.30043059748;5865.66786858471;3008.80115358357;4128.64707357358;6282.15385004981;2994.61393474232;761.691476532783;6143.3671088413;3589.79702688643;4748.62438803519;4382.06893681471;7299.12472768023;5175.19194256394;5550.0678414658;6556.08405623339;6397.24020011066;5096.32136069217;6451.96976556288;4767.17605365361;7471.77281246676;5763.80388565636;6134.77139932156;5596.34311500748;3275.76819671916;3020.49060653095;5162.64123646867;6267.76278909294;6883.87326488313;5983.25726062692;5329.30365044001;2251.17380052097;5295.02004723656;3472.42269102575;3814.14682527623;7321.80207488449;5710.40885052402;4923.89546705806;5888.59105524318;3526.1801312598;5606.31344872161;6339.77619663091;6640.30988341362;2550.05542659929;3302.0308467912;5787.66420649349;3921.90810077941;6746.22551114234;3750.59734141736;3764.74066893741;2660.56451950766;4347.83525029942;1964.94389903519;3532.40950883381;4945.75352168085;4281.57370168399;3521.34489367773;3721.30364208521;4528.22126290965;6820.3968952483;6241.94504025853;5367.72360360713;5841.28979334073;7986.55660755386;9030.81178851062;5672.32243951707;8833.40994550008;5032.27645505051;6492.46642371637;4639.71083210975;3157.83007524592;4830.82762943198;4178.77088159661;4696.86361286584;3391.57436205636;7490.80246608508;6248.26553316659;6261.46434858953;5093.70378541273;5861.57624891605;6028.13319100631;4707.73733906085;4600.0267878626;"";"";"230";0.231151997371359
"1016";"M312T541";312.040529860959;312.035117668579;312.045745849609;541.078011779785;538.245003051758;554.687996063232;107;13;17;1;7;14;13;16;3707.11863022211;3593.56371336262;5070.81501157177;10083.1923366226;1612.10199753227;2421.53880410357;1619.52965794304;3539.9103118482;2811.97404250825;2849.74400096138;2147.53917456696;3889.44238534298;2581.8471594922;1412.11335247326;9399.74853989565;2643.01075597074;4416.72236950234;2440.78233410491;2161.10796904128;5081.24262668514;7274.23222235744;4325.14616835342;4011.9703919119;3030.49437902105;4165.87363868597;1835.04932874363;7537.00568265683;5326.23556217663;5668.29101193975;765.175468467762;3317.80284456947;3466.31459389683;3917.33688931808;3363.73408562275;2573.86448967867;2795.70463999153;2340.85890463521;3799.07842286472;5332.67119634193;3009.16647189884;3305.1206160822;2651.30521067491;1348.09249153294;1218.65589086151;4251.33177432731;3679.44576831479;5108.68356740656;2386.39028413962;3970.38164487548;3065.66490353809;24399.030314267;3260.18895653929;3708.50926951474;2416.99005960468;2587.30245693892;6927.53140350176;1462.14815639952;2340.07191678453;3692.68172463777;4401.95519206813;2881.29930830814;5029.19784694383;2195.91739375111;2499.49225093101;2345.37082530753;3663.71618269824;8032.65486492534;3384.25535236809;3525.95497456053;4170.35145727702;3609.45380475398;2664.76729903466;3336.99762837947;5625.85138010618;1701.12970303707;2333.47175038734;4037.46493676583;3266.91826186773;2298.81396510055;1687.71912648303;2888.16838073094;6496.14582299254;3604.31420128013;4481.85536226312;3772.24976726114;4003.01530786737;2584.00669426442;3622.18557647835;2579.7760935752;4578.45692997628;3222.49501597047;3713.10515278352;2296.27848775083;3635.83950817596;3750.61237272256;"";"";"79";0.278054681911906
"1019";"M313T624";313.03534434015;313.030968360541;313.039783201566;624.090984802246;622.821008758545;626.534015960693;71;10;17;3;6;9;11;15;1176.40061696995;2019.79816780163;2775.23928200532;1998.2585207864;1013.8553119702;1202.99468821466;1126.51141537528;1140.32986450874;1682.49162200895;1315.31904081883;1369.15677571322;1181.35638246992;851.278440069617;1370.9686591961;1647.87799074351;1408.42979236297;1603.32520151714;1462.76505878992;1135.63950081993;2124.78028340964;1164.47925834801;1196.81374283683;1889.29202289669;2397.95414292263;1065.34255417722;981.485712838091;829.634291095906;970.298481935476;1017.01282468906;732.070737975949;1548.05798787003;1412.69381760245;1660.45464081316;1088.80200145834;966.985399350654;1791.31612924192;1857.35236363693;1573.68718610303;1298.87908650839;1320.26493508799;1526.80486514282;1513.25915587202;1700.35164589812;1712.15741782473;1788.47122745171;1164.92681429732;2050.31359311995;2792.28872397104;1031.07584397783;1574.17171951746;2237.7810046182;1434.09283509263;2376.49862044639;1234.46790587902;1284.82417877603;1808.7397107586;794.836730811116;1985.12129775599;524.317665006672;1231.24167474832;1843.43424074851;1764.98409150837;855.44864985184;1390.38233029311;1109.31243334329;1537.62150892886;1165.18458950379;1349.83357471615;2075.41221215207;1499.86323719883;1524.3455207003;1836.6005384178;2294.90025873639;1281.54540063564;666.17898708325;2724.90680144236;768.337442583924;1279.70221320084;1431.70526977844;1472.40659509571;789.63295507988;2036.92720917414;1527.93094679536;1735.36839119497;1491.94841102162;2017.66165382841;1943.85984355944;1178.19288792352;1465.22042534917;1093.3835702356;1648.58506435162;698.055610723947;1533.05241253411;1342.8412817166;1713.3377145452;"";"";"146";0.274581498828325
"1021";"M314T645";314.03099680512;314.02660725749;314.036912618167;644.813022003174;643.507019348145;646.369994354248;62;10;10;2;7;10;11;12;1198.79147016031;2803.36119279722;3751.23277268761;2117.55617460764;1747.06813718911;940.363041653224;1067.34270018485;1201.96349405411;690.228204524387;1592.1189217096;1775.87050359696;646.193145821933;631.987413377106;748.32570403524;2160.79057109664;912.151710659313;1183.14070237101;903.431553056834;662.501062530677;3272.10482742313;2094.39431651045;1026.19844953116;2277.6136832003;2283.97699236764;1085.07526963691;869.327930650647;1811.89424043128;726.061275473707;560.489730642584;1283.51238806407;900.472027842997;1181.44328768738;1317.34302853368;655.956852818777;544.010673737379;1118.93910710405;1191.30361717767;1116.68656825059;1292.74189967654;660.444104083373;2081.26357852842;937.093511821695;868.056711871224;2127.82982408151;1954.68342904168;1484.86156031085;2711.55152685177;1854.97126634614;2197.33333285892;1686.59415604873;3314.00861366768;812.666128756774;1224.2438094673;682.988080086651;1734.45811637323;1990.32426197317;553.337296703368;1099.7873664011;2050.53375896069;1022.06807875264;1030.01995933855;1563.46045057736;713.41571078336;1499.26830013961;1076.6453433527;3160.25940595824;1173.87324393908;1614.9055977438;2767.82402050521;1281.3099022844;2074.45785639104;787.205390278037;1282.6673481077;1551.91342839511;773.529017586799;1188.67735399586;953.522472622811;1643.66681942114;737.144592720842;820.680390856028;822.295850843839;1573.8602785995;2026.41195746702;1341.89226452295;2205.96830309011;2215.38686661521;2165.16798654349;1036.77230228552;1018.92108434142;1752.68828252673;1806.43035280094;1320.51471804184;1422.31842804661;1146.5649772577;1712.66544023702;"";"";"441";0.292435516117369
"1024";"M315T660";314.941472398892;314.938947654573;314.955196410981;660.348000335693;657.929019927979;679.81399597168;103;15;19;3;7;15;17;19;6824.82982505913;8296.61633607485;7121.09235714759;2628.49310055044;3606.22151410359;6753.49243805607;7005.31228103059;4417.4096993662;6412.27224621388;8329.38384778156;8190.71870946035;6894.20084981976;6506.24271705096;9442.32387018125;4837.57077341933;7094.06242497421;6727.00500132923;8551.0694201215;3019.7134494085;7644.24098070493;7571.96431790692;5717.68052235909;5517.81233157639;6216.17066073642;5740.3367575768;8422.47352837206;6071.8706129702;5418.38899425501;5043.10589251791;8276.3490961199;7449.48897160905;6808.52358249959;5639.81339371668;8047.29420399413;8329.56271111805;10280.257506832;12182.4432471351;6352.52268686699;6426.68678309628;10057.5436168484;4473.64490824089;6670.0842236015;8295.32637366252;5395.49383663145;5812.33474832517;6996.82082972816;7700.30217201465;6547.89330183508;7720.84470250092;5427.8626359557;1941.4467007805;4994.53372152213;8395.34939493257;8517.34008305847;7501.51083122558;4856.66497718466;1911.76771538496;8840.68873582101;6669.69925346743;6304.62645706064;7225.95849202253;3728.24876038649;6087.63017625085;6880.21966641089;3643.51296898173;7419.69922108266;6342.86175890536;7558.30996202033;5718.64807401601;6082.87632847412;6127.88778515951;8562.71480605526;9259.00233313214;7792.5427157871;7223.63039051919;8742.87991989579;6877.17579390301;7873.13490495958;6796.52529866481;5809.41390701074;5275.22415229542;7028.67588320134;5119.01784834656;6449.09527154508;5694.14838605486;7318.74276852746;6174.28802100585;6365.04530568845;5301.56460677985;5553.28223293172;5709.50347154814;6049.78736908375;3518.21293299451;6009.47727895586;6409.18590255508;"";"";"83";0.153758243629794
