"name";"mz";"mzmin";"mzmax";"rt";"rtmin";"rtmax";"npeaks";"C";"CH";"Control";"H";"N";"NH";"QC";"28V";"29V";"33V";"34V";"35H";"35V";"48H";"48V";"95V";"96H";"96V";"97H";"97V";"98H";"98V";"81H";"81V";"82V";"83H";"84H";"86H";"86V";"87H";"87V";"89H-1";"89V-3";"89V-4";"90H";"90V";"91H";"92H";"93V";"94H";"94V";"100V";"99H";"99V";"101H";"101V";"74H";"75H";"75V";"76H";"76V";"36V";"37V";"38H";"39H";"41H";"41V";"42H";"42V";"43H";"43V";"44H";"44V";"45V";"46H";"46V";"63H";"63V";"66V";"67H";"69H";"69V";"71V";"72H";"72V";"77H";"77V";"78H";"78V";"79H";"79V";"80H";"80V";"QC1-1_1";"QC1-1_2";"QC1-3_1";"QC1-3_2";"QC1";"QC10";"QC11";"QC12";"QC13";"QC14";"QC15";"QC2";"QC3";"QC4";"QC5";"QC6";"QC7";"QC8";"QC9";"isotopes";"adduct";"pcgroup";"rsdqc"
"284";"M152T628";152.022180809424;152.020374659503;152.023244323261;628.241002349853;626.988013153076;630.171990966797;95;15;19;3;7;15;17;19;13224.0712467598;15232.5607214896;12186.4051873115;11731.0630639798;12813.6838688025;7642.42873738911;17476.3031431464;10683.3032854308;9947.16075842089;10832.0922074618;9027.14549649071;6811.39314314403;7517.09560033911;21404.5225755633;16938.5786139096;10804.9138138386;14072.9468544947;9257.74534221877;4493.46975274842;16884.2498523181;10503.6504414231;11709.8794660617;12740.3411736917;12723.6878885967;12089.9280172328;9247.56509080962;11901.4794815608;12234.7999517221;9481.8167454777;7073.40400792648;11391.2114272185;12750.1317613752;6122.42053715554;14793.1046082563;7794.41648835395;12603.3633224552;3365.18659232063;4618.73970402308;9375.02281938476;10758.437470008;14527.4727511354;8837.3557032225;8881.46344418078;9720.43480742249;7615.60081768642;11970.8001045759;13124.8371132431;14931.9923824291;13319.8679472684;9902.29510067861;13277.8065183628;8928.60410684316;14303.0098231341;8317.61315419197;12160.3901643904;13100.5291205065;3535.94276496686;12408.7133847304;11877.3897572327;6640.62171270195;6135.90238845257;14183.7409332782;3949.68582937357;11781.6401262764;3094.36257498972;9829.68369838807;9687.0982590907;10092.9771354848;11094.2669508969;11108.1373686929;12079.6986496959;6042.94839063526;9784.85611361427;8044.4608357197;10010.8209265579;13301.3678355228;12699.6861045355;10559.5514789724;9808.61422259794;8015.71123012069;9355.46885046589;11064.3547033705;11009.1913323646;10240.2497669416;11487.4385274053;10480.1705471986;11380.659529475;10712.3083885416;10174.427863785;11630.5797069173;10746.6819471746;9906.07721023479;10679.5802909857;10995.4667171595;10291.0596173932;"";"";"19";0.0581736440943691
"286";"M152T660";152.032165589619;152.030800706847;152.032857608015;660.432992553711;659.137978973389;661.700019836426;88;14;17;3;7;13;16;18;10670.0042455501;3948.00215680521;13213.2100625114;14350.8134108498;4363.24130622863;6792.8994496826;1622.27697857866;10178.6869024546;6014.77840262235;11592.1597113673;6840.32494049181;9838.29712334399;7051.07577224089;4039.25460410957;17402.9468640434;7109.35086438715;8227.36924975953;12437.1442552656;1508.85499721052;11775.9229138627;10928.3599897684;5443.92151153333;13225.0578963715;12169.4871214723;9048.31782100248;10433.3650758545;11033.4731148225;5474.18851146397;7125.70855849673;2798.7616885058;2479.95742399836;14746.6111676245;8019.49659092857;7875.06705908409;10515.9901731065;6874.24292637139;6404.18679213827;6630.7768705656;11797.0718170391;10083.7955185843;11301.5460312238;3617.02688390356;10588.3906141482;12000.6490457322;9651.72790624924;13561.0854207662;10854.0054220882;5416.39838763822;10950.4755174932;7376.38613258972;16108.4808435442;8042.13858848799;8352.05474479242;8191.22853055822;11760.4675925384;14113.4007017892;854.806759558991;10971.7249075219;9576.31031599281;11595.372884098;12258.9609628796;15215.3738674603;6533.1568140016;7541.2664717705;1504.70157339809;11064.2485372693;13450.3643836129;10977.1827513289;9098.20583386932;4890.18258801398;12102.9552990275;3120.35907116854;8801.94720619518;11996.9751341729;7047.32342578568;5871.02672549671;5075.81076488723;5233.53179601118;3365.00653180461;2458.86107464812;7808.01828049593;6857.14684709571;6665.34022041147;7315.43467921319;6500.54904220246;7368.72163144143;7349.76861192926;7895.51246288902;8325.28196652795;7933.89525693074;7605.98330858313;5764.71604915309;8223.00722765784;8349.7982276752;6483.29921756854;"";"[M+H-NH3]+ 168.051";"83";0.104718038868283
"288";"M153T62";153.028454547938;153.027253199095;153.036180402262;61.7679969596863;35.9839996433258;79.1860033035278;179;15;19;3;7;15;17;19;111408.4905839;76769.0620126624;144820.729434758;106348.325888072;52599.8899670162;119928.017124815;22863.3369889356;101638.822301907;47279.4920909737;47293.2310866063;36458.2295479708;60474.3590093521;78198.6984574985;32675.7826473939;99217.0806196459;35596.91695084;38624.4442432159;69530.8806080163;58801.0673829396;61656.236011655;50299.630378709;52163.3212036525;62290.2068327197;96031.0713969309;50627.9569487486;39245.5199903649;72253.2220684572;32195.3620492868;44091.2562023709;14412.6360781874;29215.254719991;60904.2050753755;42176.3413875465;47671.2212550046;34714.7966197517;34098.8893638523;31446.7043171448;35731.6207133466;92413.0068348324;49955.385336953;36107.9567656478;24363.1457178586;50965.3774031426;59733.8995123049;68756.3993480614;58769.1725149718;80130.8938649703;37724.0929868511;72078.6890302337;65040.2162061385;19385.6940529522;55883.9875234547;96764.8174145502;79465.5078774076;59546.3003582076;83974.9032824535;133290.825431694;86047.9344592237;65039.1971493452;75752.2005128546;57567.5276437013;102998.481750197;137311.585307787;129058.791881596;21146.2916463862;41003.8461613605;101633.03732834;130994.214566268;45421.2118037817;90012.3591425207;36257.3178713523;25692.8398932868;45442.0927638617;75025.6011121473;31450.297983225;23776.9060480395;34834.5663471624;33759.3274150596;21493.7110043695;18696.3062797674;84964.0823630249;41633.1755043437;43413.6506616881;41891.862809839;42861.8807766662;39905.1586608393;43401.44325468;46169.7580130751;43667.8835613051;44234.5229587498;43544.4692765238;45060.9260342461;41511.4925538759;45481.3177001406;41259.5455060578;"";"[M+H-CH4]+ 168.056";"12";0.237980947542795
"293";"M154T628";154.058875014415;154.058347794481;154.068027119626;628.148520050049;582.933986358643;677.14599029541;98;15;19;3;7;15;16;19;120020.881439039;126742.659439244;83777.6186728374;88561.8392845846;103467.315657712;42914.6694241706;118240.217402786;103037.966119691;55456.41390116;68302.3407954942;45077.8199848924;52779.5363034293;31762.8410463329;173634.680280266;143932.203400456;80057.1116475145;157786.023857679;45233.4881301592;3557.10003157645;165976.52382783;105215.596153715;80756.5078027537;118897.20104422;118323.379155972;93772.3343721841;40797.5939399192;107150.062861188;98721.0015075737;82951.06748042;20748.6349569826;62524.5044643055;115992.10013369;44869.867623695;109220.342304533;72068.8548402257;64902.1265166493;5530.20135344334;9270.89148387898;59191.2408071434;62345.5167390211;139153.121412181;32186.0480529998;66684.4266239938;79964.3037144195;36981.0119326443;114919.423571517;117015.395567762;108705.880905224;105914.088303147;74181.1360706248;107780.4073486;67450.1245126654;134965.214592248;33432.1251441723;128085.131833323;130460.851644329;7139.46028060077;108431.710572655;103752.362090635;45608.089959112;21479.3889370181;112107.061065714;8128.61639407197;63776.164916053;8867.80249537032;146187.520245294;78676.6240691639;82342.7912458797;96759.8797724872;111820.354849699;112116.078719299;16311.1982476935;72504.2033299259;76267.9602554892;84652.9592058836;62909.269264132;82796.8977785676;77662.5235617345;43294.6909750235;41147.4229830724;78353.3509661782;90609.3093876598;92026.6154042742;92630.1136450212;94268.0731410296;88761.9313287548;89200.0170276882;76900.0922037733;82424.4657047049;85704.8821370812;87815.7163054638;88295.2562295231;85011.0047250455;87222.9513942424;84682.0364673565;"";"[M+Na]+ 131.07";"19";0.0568407899963252
"299";"M156T93";155.962222277978;155.959486780579;155.965262186936;93.1749979400635;89.0749983215332;99.8469995689392;83;13;18;3;7;12;16;14;3141.18827988482;5790.9973279788;2594.85362089984;3682.16300565586;2661.57090601592;4004.97937822844;2000.93086841594;3975.79149283784;2056.04301358393;3887.49368253482;4083.91815605406;2419.92305108641;3037.6603847426;5300.21226274259;1822.3592134518;2291.40380889529;4572.39435192042;3376.06965439693;6089.65005699722;4867.84224349685;2658.23864756157;4982.72919918139;1682.48479589992;2820.40604713471;2832.57095057379;2661.20736106254;4267.16530808413;2019.43059536406;5501.89213689875;3727.43465036752;4367.6957928176;3538.40239478596;3326.29898700595;3512.93259852098;2366.75014289141;3520.34179988313;4784.05984439832;2174.90552767567;2290.0053138652;3168.79685097128;2245.81266745782;4448.03023273503;1920.257054861;1564.16803068526;1240.56821662968;2489.03374407982;3710.45365987088;3552.76249117753;2470.35293822743;3449.82939731477;1698.27299725499;1094.19594103633;3349.9811325917;2116.12284298818;2945.08074387836;2249.49149534197;4129.47606645756;2046.15252471298;2340.11441161172;2236.89096619166;3085.96413579096;3610.50790675561;3098.17355781629;4297.75930009082;1952.20364421398;2999.79982925291;2601.1435252233;2359.69487665876;3458.81199828785;2516.65366564914;1407.95314065243;4560.92610300968;2144.97380212508;2546.88086793446;1030.36873779371;3552.41469258518;1568.19458927718;2454.62568579688;1033.33798664384;4382.47197333782;2855.60260563296;4001.72923130577;2078.85061073207;4193.54070037249;3601.04967941861;4652.04309246687;2652.22565008157;1817.82511410777;2517.29617650458;2428.61743633719;2739.47053734619;3441.20871528795;2095.19675532744;2510.58340333274;3102.59500784837;"";"";"343";0.280700221013481
"300";"M156T517";156.04230033595;156.041422768602;156.042642448512;517.370505981445;473.968009414673;543.404978942871;156;15;19;3;7;15;17;19;157220.411383519;194773.794514335;349624.287133272;196023.322659285;169156.766642875;171245.666891825;187151.471932966;247724.113578875;164126.179227367;325637.894895191;294813.251794516;97875.6606414994;92553.1205248629;427206.716744632;296702.904256438;190957.747352459;269176.276648012;215203.960216107;162883.268851605;235213.420517244;151607.447995565;178723.401918756;225752.307157317;253769.660907058;136828.030301061;292720.926896182;154852.676449434;130459.152127567;117616.488822518;194350.535967557;145233.422396485;185981.453428881;214687.230002541;232153.912239327;237798.711655128;309963.044637198;373236.626086023;292523.977287543;244969.917736029;260437.996046072;276675.622167907;311102.075291638;288079.309105417;283687.028823717;265737.654521312;263321.473482341;280516.825139786;288092.73946259;356717.68988356;325801.05421705;217038.133331185;47152.390106533;263145.031959043;209043.567548558;251572.306095525;279067.88772169;154504.201604545;267310.403712624;281123.62380682;306475.333795606;294288.744309277;358866.211865858;168382.916175983;253453.901887597;186973.739457334;329357.720329052;239161.774655077;230550.514064838;335864.340853365;330128.474620826;271247.286708189;330621.764818069;232079.53507254;227059.520959098;289962.282631707;428315.494862997;277787.864693364;267719.101508625;220063.508923889;221073.273701802;240296.784166071;261903.188717714;262286.899388961;280063.557860696;269219.921902079;262176.885117992;278791.412575918;224778.78508304;235920.885952607;244366.847239377;245952.007235787;265103.118520359;246619.737611774;260179.908512642;260638.796370722;"[25][M]+";"[M+K]+ 117.079";"13";0.0614033649071885
"304";"M156T611";156.101989817275;156.101176752168;156.103977310426;611.303991851807;601.700992584229;613.785014648437;98;15;17;1;6;15;15;19;16970.7994815562;17450.3746178885;33850.2125927267;34514.1574265341;15032.8855016345;16170.1810130334;10934.025244329;17539.261206009;7075.38383699969;14487.6069608739;11795.4609233232;6618.90863663553;6289.87091989899;6506.06386003463;16787.2435960384;4929.73875124414;7442.71875426682;11966.873458958;4038.5265212465;8334.38645770723;16233.5772251166;12659.0155682885;11479.9087253411;10967.6522699096;4545.0542778543;3331.40348955461;5853.13933122312;6774.87513093737;5452.58257630238;7757.40856993534;25038.3554366728;11068.8203245582;15527.8877433428;13126.1006001865;3322.8760899376;4817.28415653042;5363.11972289589;4142.65984755135;3486.24343628923;4738.88603615259;7782.66809152685;3529.4968270229;3669.81337744952;5640.13701616155;18211.8481670746;18866.7422388279;21507.8029978587;11608.4466266995;17122.6685274879;12782.6766833045;12441.2433005161;15015.8834341866;6346.53628079852;6311.51469738716;20173.5484919415;22687.0124833512;2159.67382375947;16438.463077437;21936.1371742829;8738.95028328643;7461.44012391647;12362.640525076;3540.75872476934;4287.74970643528;3534.54530783781;9551.75337841544;6605.33393629361;6069.80400631029;3443.35943642542;5783.09278525037;12001.1834185808;6430.15805278162;9280.513149892;13239.6596689787;6555.80343992627;4610.64157185378;11260.1484017462;9643.90958198684;7159.94462056727;7245.57350980292;12484.3188021818;12788.7553110613;12106.0837787633;14299.5439985328;12403.7112076343;11348.7007867218;9203.90106109867;11034.1635225181;11435.7221032833;12158.3739401922;11351.5500649302;12130.1974310933;10594.8799259691;12828.1330133588;11776.398596215;"";"";"34";0.097432449067648
"306";"M157T137";156.84514248457;156.842707259563;156.845742113481;136.660499954224;135.191005477905;145.943000526428;96;15;19;3;7;15;17;19;47324.709049958;38342.9597588689;50169.9730568906;43383.06864066;23538.8363648076;45146.1474700994;9156.94402287863;39540.2782967121;25190.6815832709;35311.6803274381;23996.0045229394;25684.2725955079;26634.146686791;18301.7843805974;24521.6506726241;37918.3466109911;32964.5551564343;47749.32575543;36444.8230567216;36487.6378913897;25322.9448423819;33072.164595451;38952.3266977814;41253.4199544362;36603.0652365964;58341.7967959912;28224.2187776123;29596.5576407183;37367.0408621978;22842.2725345153;41563.0730938479;28965.653313434;26995.4157736428;24758.3024465748;48874.0821683257;45742.4692603918;47698.8423293036;41119.941200035;40772.4056662018;66365.9485307486;42454.484169111;30746.9160405655;50027.9089039265;40531.3379608439;45506.1857697785;42383.0655764448;63874.3533792595;48517.1042260539;64805.5398373421;48305.2334173334;50544.2931046242;40053.3359765784;57313.9677699217;58898.8599169401;55285.9285033474;60333.0157960407;45284.5520368176;60911.6455412573;40391.3892350508;54003.2735863636;49382.9305741913;57010.074509259;50282.7584961359;47050.7765990122;8113.37419618071;37966.851877516;54133.8536242695;41875.6074268689;30235.3577783538;46323.6888395695;27348.3962818309;42911.9368576975;39456.659210624;47999.3324633398;37996.2534795852;38240.2569875969;46672.0849061909;36115.26278966;27855.0166799505;24132.4816509533;40726.128570426;44659.0371567668;42860.8675415544;41292.4106685918;44342.4857359778;45739.733676344;42929.5088494657;42584.5591674689;40475.4994735988;39539.7977649377;39333.1744054584;40895.5124006878;39703.1224622472;41889.352838784;48542.8004181737;"";"[M+K]+ 117.88";"51";0.0609614504921791
"308";"M157T578";157.026254050672;157.01962088577;157.029464213606;577.999012756348;540.5319921875;579.915007324219;98;15;19;3;7;15;17;19;15558.561186234;18234.6341273688;19018.9635096952;14547.1942892558;17073.2307080868;17642.0705180252;23857.854225222;11621.8754464248;12812.3550055807;21636.9566141277;20981.2367350304;16907.0377867803;15544.0666004951;25815.1751376512;17888.2580215992;16697.5930459519;14857.4464917463;18303.967403579;23614.2039529573;18684.2831578575;16197.0924522349;20004.7333935395;19492.1757094837;23554.1109963058;14771.9921499872;22290.9707167647;13811.0652761057;13670.6035316743;14570.5076664693;29328.5117252167;20774.3691968327;14829.9306412316;20203.8966633301;21631.3399589512;17588.6857497282;27314.0569285695;33378.0934985509;27994.4679591713;21558.2011741595;18614.2403672779;17588.1402938102;26740.1448224797;16548.223608757;19149.705133904;17716.3531149342;15295.7710796929;19892.5294261709;25677.8415536642;16966.5598021979;15193.7478448079;14873.5577334555;16172.4520173772;20235.8831407406;17761.234922229;14484.4905412967;17579.7205724072;18304.1293335326;16275.2379822141;17968.8069308393;18432.0783959235;23102.955621732;14877.7081505374;15475.5344025672;23381.1575563413;22792.4814393208;15305.1934634498;19260.7400897373;19785.9577069495;11440.4988690056;23819.8526305671;16510.7543769664;38442.0254961124;18060.0680706265;18681.1458634482;15407.4162216124;29236.9388764536;14933.6614482259;16877.2804453979;16542.0418864733;16049.3940702549;14838.7215632394;16301.8039952404;16265.8725941077;18316.3650469594;17367.6555905922;15924.8998856573;15543.0457778643;14670.7354793513;16743.3397749113;17205.4750357107;16430.2902222377;17650.1244865955;16313.7295482882;16069.732977222;16413.671150804;"";"";"355";0.0597998821259718
"309";"M157T517";157.045446571547;157.044799804688;157.049057402446;517.124976959229;515.268018341064;539.816009063721;83;11;13;3;7;15;14;19;11126.2632021907;12174.2457250631;19332.8973485526;11587.4233102519;12419.3955297552;6538.56596958476;13492.1714558556;14887.52310696;9559.51859160858;19561.1931887238;16230.7773662272;6372.24397459914;5877.15377901606;23861.1799543199;18278.5962168086;11352.4265721642;15155.3663711137;13940.1570472137;8788.97970146687;14328.2200593296;10112.4465566551;9924.74959725271;11169.9917252099;15334.8940615062;8312.89807279307;19855.7506746989;8367.53690257054;7236.51588043238;7176.81074517672;15284.6842656117;9485.26406925218;11288.310231662;15335.76934214;13578.737349821;14438.1939994733;16419.6829992879;25762.9642630903;16784.350766853;12661.3137895193;14256.7397061384;21464.638482401;19336.1939638447;16817.325789264;16634.1903795707;16455.6025358219;18179.7386323919;18144.0544492622;17162.4095164431;19434.2756086984;19524.9363052625;12991.645432328;15153.056469829;15872.8746449864;16201.4198222474;16633.4223289039;16186.336871693;8563.97044423846;14287.4327917432;16693.4524346587;19624.3773804942;17507.0933758619;24089.6600647737;10053.8157992626;16984.4169426207;12175.6705139588;19829.1260560538;14332.0062650917;16651.5249546874;21882.1766794509;20682.6445079451;14336.5837194013;22405.7422496575;16342.6173604393;13963.883330305;16660.6266693016;25917.8415431738;15898.9503822279;17125.9876431505;11219.9843235803;8418.08463728331;14630.4518421812;15268.8389520919;16225.8791683605;21530.0099316681;17010.7458145979;16052.5644825314;15234.6966158787;15838.671785847;13989.0522684348;12607.997763418;15417.300683855;16036.0190709846;15574.4839984019;16283.2706256662;16137.0603039114;"[25][M+1]+";"";"13";0.119826390901671
"311";"M158T628";158.030571317925;158.028500766516;158.034662030498;628.054503479004;609.289973297119;629.533023681641;86;15;18;2;6;13;15;17;8343.27823679114;10270.8111849371;8132.82911717687;6233.50373812588;6931.88535408897;2374.14997992406;8069.48888786209;6287.48300629488;4093.25491744473;6084.21378013128;4710.26275955841;3802.10942102696;2189.03491767259;11552.8564306633;8679.48588314137;4331.70045636981;11655.0754277593;2437.89943972799;4162.01080588078;10447.5637910334;7377.93261164549;8251.41881636657;8525.31791233867;10557.2327294961;5536.88750329042;3279.07228419178;6038.87486206628;5964.16482445634;5260.82038706607;3021.96719050644;4965.16163131575;7901.24588196715;3978.96127153802;6965.7662394311;5058.96541025201;6033.63421192604;5284.09013713466;3447.86217572969;3451.98824094412;4666.67516829631;7932.22307688157;3906.19084310635;5699.86992296473;6475.41770541062;3859.1733161412;6479.16133852373;6085.89886157137;7394.44729398831;5507.4800135325;6012.15673954396;5961.56095312579;5152.05257601045;9402.6946951824;3405.00823979967;7146.96070560089;10003.7154485128;1767.70933122112;7286.47979448689;5663.24230982877;3325.40752778034;2353.36875074535;9934.59971290692;1942.04270998295;5816.81826997912;3452.91834480255;11031.7130003449;5415.26633369819;6514.45655944297;8100.93873656818;6057.66931627496;6985.81066410201;1418.71801950547;5139.3525642303;5949.50931709325;4797.3334205457;8931.82814865102;5338.98901638664;8382.84848765469;3502.35669996862;5662.64101561607;4180.28049662329;6685.89970941865;5271.28745095442;7284.37355073832;8534.12684534638;9355.19441865376;7062.29669729946;3645.91554095039;5520.71718310288;6964.58135662923;6228.07408268752;5856.7832140747;6924.94553337064;5909.27252895328;6799.15808325189;"";"";"19";0.229959276922147
"312";"M158T517";158.040817851735;158.040144135842;158.041360739556;517.118992538452;515.685009918213;518.644007263184;86;12;16;2;7;14;16;19;13446.3943710321;16245.4697228844;26440.8368155172;15998.715426889;14294.9774306105;15108.6811217854;16802.9261160057;20797.3942745747;12109.6113298407;26545.2986480733;23468.8985713824;7929.42959106806;8161.02176353439;26753.4840335333;23886.2450968983;15728.747604904;23122.7691216622;16720.6465343478;11717.4739581111;18450.7777043068;13649.2064488575;13566.2583283831;17959.6794815494;22458.0263298364;13980.7382927007;24666.3529688287;13508.3625962723;8019.09602514214;8982.98770782148;19542.9325578232;11692.0503793976;17897.5690368407;21562.453985272;19199.2840173985;20587.0873361001;26098.9699100231;29387.7367488758;24701.1322227594;22241.5614984538;23984.1664406726;21424.8664548735;27968.0009040099;25660.4599313809;22838.6489754277;23165.94541185;22334.5457983871;23704.9026902218;23182.6552370201;27634.5010688298;26773.1693385447;18803.5599752143;19300.2022993145;20800.7611375157;16841.6380805631;20786.5433166572;25528.6812521197;13730.3461828429;21645.5740356926;24468.7873981288;25104.3556602432;26262.1770465111;29892.6597125948;13035.7525196921;19443.8156724476;15458.8652880962;26677.9925789672;22077.9923378713;18475.9588340151;23676.1895437448;32245.313941914;25178.3088236535;24413.611950743;23679.8211853569;18591.7228249574;24996.3148605623;42540.7111686057;25370.7414723749;21913.6823800064;17190.1479140862;19086.7350755222;20141.939398992;20542.7012672319;23258.9835898825;22134.0230015126;23581.3937450562;22307.9572474347;21242.4313075508;15270.1707550002;19811.6344814784;21138.685401973;20538.0842343503;18321.9627652479;21050.5840047643;21237.4692071345;19475.6652178646;"[25][M+2]+";"";"13";0.0986114482695057
"315";"M158T493_1";158.118065664085;158.117754805623;158.118560027072;492.679004211426;489.586001586914;524.374010620117;97;15;19;3;7;15;17;19;930236.226535595;912205.973792293;2842008.96456136;1803206.3505122;888807.146998073;1146178.71410443;339816.997296106;1020532.09746986;1277048.03546186;3497593.21309323;2866792.12687424;1146533.59878029;1170823.63710489;4481083.56965087;12122442.2877184;3615901.71163484;4139111.37899065;3726588.68813476;1109849.69191589;5897566.8894694;2513272.50513731;1518336.60352588;4965246.2462772;4295249.224277;2260994.53219961;3358782.91090516;3720898.49564196;3636953.08374281;3971194.13163365;300260.744581833;854492.459391754;561959.422411274;630523.21521783;539370.131299502;4443350.65212508;3746222.42689663;4288343.61627771;2933032.54978236;3618495.60380918;5172685.76169133;7573593.69537792;3460196.7997253;3237927.73970321;5551514.49408587;1835452.32185935;1924009.20546712;2656729.76895686;1395309.29713053;2966545.78593648;2405830.67496069;1163345.4458145;1591906.35981642;832689.363893148;709349.450990842;1978331.4614371;2288621.87848478;739640.020479296;1499452.02624306;2186924.36294234;6008262.56870841;5576765.6133407;6662881.48667535;2183530.20789719;2147494.97700638;756191.153098013;6734488.89472006;6069383.83449384;5164457.30459322;3372816.63504631;7587941.49941732;3714359.47342306;2001387.02842816;2624633.43074395;4112525.00298681;4831684.32583366;4170473.35017247;1589742.02694324;1274349.8474867;841574.931740524;702046.940248149;1596639.84474714;1721639.94007638;1674262.40335061;1761202.91009817;1736738.87501005;1685921.59919904;1708119.27544339;1613697.67948359;1656631.3392194;1715563.42359133;1713733.87114347;1789012.79081642;1680010.38547023;1742272.38429598;1685877.7206616;"[26][M]+";"[M+H]+ 157.111";"11";0.030352211825454
"321";"M159T137";158.843240674393;158.838985596634;158.843997407833;136.751505069733;135.191005477905;146.335999107361;96;15;19;3;7;15;17;19;54614.3020811657;44963.4043525357;58540.1001341989;49430.8640676417;26920.6632955813;54517.3814409463;12950.7070570664;44867.6116970371;28909.3890957284;40777.3307671989;32290.4762782492;31644.9725795391;31534.7922399109;23693.9930804265;28935.2758762866;45430.628401505;37050.4047667283;59064.1297264697;43056.6200810104;44542.2800585513;29803.435619086;37658.9959980709;45005.7930581481;49417.0731076747;44998.5161083936;68549.1549059276;33260.3937076834;36881.1974637718;44330.5442108987;31579.2935449277;50647.7845160704;35115.4538339345;29899.9656200276;30683.8497693404;58265.5632367832;52560.34146378;53502.0562806793;45787.9753033063;47034.4047780551;80692.1781921148;50420.2156883423;38040.0949947544;58709.2609086753;47891.8007089037;54988.1528815976;50295.7140283187;75347.2897670467;61427.4458892049;79877.2789564516;59750.4976636359;61765.5944965509;47951.1402321682;70962.0576955437;70362.3221112758;66088.6460178355;71941.4196008059;54998.9390472463;74164.1941858691;48423.3083162101;65564.5595181416;57045.4290834241;46082.7932698342;59501.8948085847;55622.7389697316;8622.41505313274;49762.732414196;65538.725733814;50272.0422762006;35268.3206240872;56127.9999922905;32656.1732393321;51311.3630808949;47749.5373470466;56082.1723198389;45456.1182230863;44052.2130137171;55245.4105880791;46781.3837873747;30865.2319456211;27401.1939520064;48834.3030527321;53126.6932059848;54677.6010539552;50949.8858949876;53170.3639221959;54037.2639052732;52968.4183292511;49577.4007437123;47343.0599360036;49041.8184542834;47762.6381222329;50856.3124137258;48804.6124200349;51686.8069419969;55466.2203257829;"";"";"51";0.0508025175491764
"322";"M159T545_1";158.964492068013;158.958611736762;158.964865227684;544.917515792847;494.035007019043;548.532997894287;96;15;19;3;7;15;17;19;378125.179961401;227654.305401309;442485.625576254;439015.74047863;181581.508817962;359482.184132776;219885.844997608;357939.409531821;281117.750568632;452914.145615741;301416.412584386;355215.836016983;323824.704856079;217234.950864104;453429.827444617;287698.715607861;284897.04258548;421943.873568526;237015.897140331;460707.201178449;304457.185492847;340667.091002241;417874.077033509;398681.822432756;337202.312057968;431746.030095841;397305.508828519;312588.990195946;330524.745792577;201184.338782586;269052.714247079;352853.86237132;285238.353595755;279400.887665413;412022.949567632;472705.238825632;426316.847516213;334170.66361669;485945.590893373;482021.741980384;331065.120236132;240596.16913475;453181.950608746;491793.86504986;350312.275094362;463688.008351704;411039.593597639;319383.051251929;393084.021465654;319833.732339754;392521.039053608;339933.912296953;410857.829201885;347293.228917665;345079.664960642;485914.483093522;270047.418912523;403441.683102865;297739.574214101;450124.714502731;524457.804715032;471503.144585901;401674.450460079;388929.040204175;156520.834700127;337432.892140047;573602.582894776;567236.382450078;464372.55520946;496902.570777784;342096.609101419;345721.042896755;332441.19166432;540152.272223508;281692.916432211;280221.60650172;264184.879847869;218226.811482021;156614.279026275;135428.981561929;268128.858361933;279194.931505719;278827.339336341;277443.138765279;278928.843643035;268855.60648543;273335.153226338;268398.445045539;282349.730327085;286969.858763146;280164.729303815;281067.828968753;262967.87405335;276659.110946804;268748.201805558;"[28][M]+";"[M+Na]+ 135.975";"46";0.0243338146758732
"323";"M159T578";158.964286484547;158.959246349193;158.964942609957;578.40100479126;577.044015197754;623.545009613037;101;13;19;3;6;14;17;19;19170.2393823997;25201.928157795;22091.7158200223;15021.0419120644;27185.2507571413;25278.8187269279;49179.031113279;21561.0691142089;33989.1611973559;26077.1043215399;25788.9978211092;22845.3542849963;22099.928960894;51399.492386645;13962.8709595414;21887.3879199001;27164.5470279497;28800.2758504965;52506.7704712697;17394.3025391125;15202.2463198011;29908.6942794039;18548.828562432;23713.730718339;19169.5091622382;29717.3402070834;15562.8389050872;20447.4526103804;22979.233053374;67551.0658089064;38729.0925114724;18749.5716387636;31215.7072855353;37155.0130373745;22054.8929481928;37559.6796344817;52870.6424293616;33903.6817803167;17455.6635277251;28941.7348365071;35950.9649303416;45424.1503408147;29299.284661993;18520.4179648496;22878.3198539339;21878.9409882089;20408.8525350799;37676.4325621567;22763.6722122316;26605.6387351914;8807.64885119065;15490.2844041103;26486.1972044063;25582.8707210806;22920.1250331127;20443.5599290882;47996.6760988924;22477.9688702247;18652.2017736815;23588.9368264515;29302.5201858093;24211.3702409756;24767.9123112146;34057.018427646;47969.4381787949;22128.866731915;846.574304340556;19952.7391907029;32196.5336670935;17817.8570974026;19757.9151715315;61717.2149416729;28803.1092850884;22330.5771171549;21376.8502673717;42781.8821114845;28892.416544964;30032.7253741823;34884.5984557204;33441.5467157619;20739.8863924243;25232.382835236;23187.4762154231;24739.2179515602;23346.9162064625;25724.7666347339;24803.1323108936;39979.8056525507;21087.5101302342;23178.432810615;21328.9826086227;22361.52657277;21649.8070948718;22250.786884555;23222.1709671488;"";"[M+H-HCOOH]+ 203.963";"63";0.191495725240813
